"transaction_id","merchant_id","user_id","bin","mid","transaction_date","transaction_amount","device_id","has_cbk","during_weekend","during_night","user_nb_tx_1Day_window","user_nb_tx_7Day_window","user_nb_tx_30Day_window","user_avg_amount_1Day_window","user_avg_amount_7Day_window","user_avg_amount_30Day_window","merchant_nb_tx_1day_window","merchant_nb_tx_7day_window","merchant_nb_tx_30day_window","merchant_risk_1day_window","merchant_risk_7day_window","merchant_risk_30day_window"
"21320500","81061","46692","406655","4976","2019-12-01 13:54:04 UTC","102100","","false","1","0","0","0","1","0","0","102100","0","0","1","0.0","0.0","0.0"
"21320502","44870","66026","514087","2029","2019-12-01 13:50:44 UTC","114500","238516","false","1","0","0","0","1","0","0","114500","0","0","1","0.0","0.0","0.0"
"21320503","52165","24055","482425","5119","2019-12-01 13:44:54 UTC","64900","754820","false","1","0","0","0","1","0","0","64900","0","0","2","0.0","0.0","0.0"
"21320504","62891","17025","411049","6230","2019-12-01 13:44:54 UTC","214300","209775","false","1","0","0","0","1","0","0","214300","0","1","3","0.0","0.0","0.0"
"21320505","56502","70650","514087","2040","2019-12-01 13:43:29 UTC","15000","590538","false","1","0","0","0","1","0","0","15000","0","0","1","0.0","0.0","0.0"
"21320508","90032","48859","548723","1739","2019-12-01 13:32:05 UTC","50700","496685","false","1","0","0","0","1","0","0","50700","0","0","8","0.0","0.0","0.0"
"21320509","64437","90716","415944","5397","2019-12-01 13:29:58 UTC","92700","367383","false","1","0","0","0","1","0","0","92700","0","0","1","0.0","0.0","0.0"
"21320513","28647","34806","427164","1039","2019-12-01 12:50:37 UTC","55100","159488","false","1","0","0","0","1","0","0","55100","0","1","3","0.0","0.0","0.0"
"21320514","59566","32737","498453","9005","2019-12-01 12:48:03 UTC","102300","584639","false","1","0","0","0","1","0","0","102300","0","0","6","0.0","0.0","0.0"
"21320526","66876","11750","453211","4310","2019-12-01 11:06:28 UTC","63800","342890","true","1","0","0","0","31","0","0","57412","0","0","8","0.0","0.0","0.875"
"21320516","70076","97768","477237","7650","2019-12-01 12:36:49 UTC","27400","362672","false","1","0","0","0","1","0","0","27400","0","0","1","0.0","0.0","0.0"
"21320521","8358","78395","476993","1230","2019-12-01 11:44:13 UTC","22500","904140","false","1","0","0","0","1","0","0","22500","0","0","1","0.0","0.0","0.0"
"21320523","51797","3113","550209","4080","2019-12-01 11:28:43 UTC","27600","122793","false","1","0","0","0","1","0","0","27600","0","0","1","0.0","0.0","0.0"
"21320525","98913","8682","514945","3939","2019-12-01 11:09:04 UTC","68700","770772","false","1","0","0","0","1","0","0","68700","0","0","4","0.0","0.0","0.0"
"21320530","91689","32882","530780","4726","2019-12-01 10:21:38 UTC","54600","","false","1","0","0","0","1","0","0","54600","0","0","2","0.0","0.0","0.0"
"21320527","93520","77959","432957","7262","2019-12-01 11:00:36 UTC","200","589318","false","1","0","0","0","7","0","0","200","0","0","5","0.0","0.0","0.0"
"21320475","90032","43608","542820","6396","2019-12-01 15:23:17 UTC","61600","423991","false","1","0","0","0","1","0","0","61600","0","0","8","0.0","0.0","0.0"
"21320498","17275","11750","453211","1531","2019-12-01 14:02:31 UTC","67400","342890","true","1","0","0","0","31","0","0","57412","0","0","30","0.0","0.0","0.73333"
"21320534","30308","79528","544891","9152","2019-12-01 03:13:54 UTC","21500","991276","false","1","1","0","0","1","0","0","21500","0","0","1","0.0","0.0","0.0"
"21320507","17275","11750","453211","6820","2019-12-01 13:36:54 UTC","65700","342890","true","1","0","0","0","31","0","0","57412","0","0","30","0.0","0.0","0.73333"
"21320535","46619","15769","422005","4552","2019-12-01 02:43:23 UTC","18800","697708","false","1","1","0","0","1","0","0","18800","0","0","1","0.0","0.0","0.0"
"21320540","62194","3157","535081","2584","2019-12-01 01:50:22 UTC","18300","586347","true","1","1","0","0","1","0","0","18300","0","0","1","0.0","0.0","1.0"
"21320537","68077","70790","415274","8162","2019-12-01 02:08:35 UTC","27000","","false","1","1","0","0","2","0","0","40500","0","0","2","0.0","0.0","0.0"
"21320543","57682","52582","444456","1598","2019-12-01 01:37:22 UTC","86600","684545","false","1","1","0","0","1","0","0","86600","0","0","2","0.0","0.0","0.0"
"21320544","94669","70017","550209","4068","2019-12-01 01:28:58 UTC","12100","","false","1","1","0","0","1","0","0","12100","0","0","1","0.0","0.0","0.0"
"21320548","67928","3020","406441","3381","2019-12-01 00:35:10 UTC","26600","","false","1","1","0","0","1","0","0","26600","0","0","1","0.0","0.0","0.0"
"21320546","81795","90176","545368","9514","2019-12-01 01:07:05 UTC","56600","705388","true","1","1","0","0","2","0","0","57400","0","0","6","0.0","0.0","1.0"
"21320545","81795","90176","545368","9514","2019-12-01 01:07:42 UTC","58200","705388","true","1","1","0","0","2","0","0","57400","0","0","6","0.0","0.0","1.0"
"21320541","27220","9005","554906","3672","2019-12-01 01:49:35 UTC","8000","","false","1","1","0","0","3","0","0","6333","0","0","3","0.0","0.0","0.0"
"21320583","26765","7811","558763","7353","2019-11-30 21:00:40 UTC","46000","402547","false","1","0","0","0","2","0","0","106250","0","4","17","0.0","0.0","0.0"
"21320575","66876","11750","453211","7546","2019-11-30 21:36:50 UTC","50800","342890","true","1","0","0","0","31","0","0","57412","0","0","8","0.0","0.0","0.875"
"21320554","18980","10563","230650","4500","2019-11-30 23:23:28 UTC","38600","267551","false","1","0","0","0","1","0","0","38600","0","0","1","0.0","0.0","0.0"
"21320556","5533","73867","430535","9122","2019-11-30 22:53:39 UTC","31900","129902","true","1","0","0","0","1","0","0","31900","0","0","2","0.0","0.0","1.0"
"21320557","5533","45420","527497","7790","2019-11-30 22:52:30 UTC","30000","892328","true","1","0","0","0","1","0","0","30000","0","0","2","0.0","0.0","1.0"
"21320558","2962","1283","548514","6420","2019-11-30 22:50:54 UTC","15900","930388","false","1","0","0","0","1","0","0","15900","0","0","1","0.0","0.0","0.0"
"21320561","18244","12882","539091","8580","2019-11-30 22:16:04 UTC","50400","321851","false","1","0","0","0","1","0","0","50400","0","0","1","0.0","0.0","0.0"
"21320562","21796","36328","410715","3140","2019-11-30 22:13:05 UTC","15400","220286","false","1","0","0","0","1","0","0","15400","0","0","1","0.0","0.0","0.0"
"21320564","47537","36595","536805","1690","2019-11-30 22:07:24 UTC","138000","","false","1","0","0","0","1","0","0","138000","0","0","1","0.0","0.0","0.0"
"21320565","54029","74151","515894","6661","2019-11-30 22:06:51 UTC","85200","182385","false","1","0","0","0","1","0","0","85200","0","0","1","0.0","0.0","0.0"
"21320566","23722","47604","498453","9455","2019-11-30 22:02:25 UTC","9000","881571","true","1","0","0","0","2","0","0","6000","0","0","3","0.0","0.0","0.66667"
"21320568","5404","6538","230650","8730","2019-11-30 22:00:08 UTC","136900","52389","false","1","0","0","0","3","0","0","89566","0","0","4","0.0","0.0","0.25"
"21320569","11570","43018","550209","5242","2019-11-30 21:59:49 UTC","7900","","true","1","0","0","0","1","0","0","7900","0","0","1","0.0","0.0","1.0"
"21320571","26059","31621","550209","2515","2019-11-30 21:59:24 UTC","32500","924826","false","1","0","0","0","1","0","0","32500","0","0","2","0.0","0.0","0.0"
"21320576","98484","90328","534342","1319","2019-11-30 21:31:51 UTC","106900","769052","false","1","0","0","0","1","0","0","106900","0","0","1","0.0","0.0","0.0"
"21320577","77639","29700","550209","5200","2019-11-30 21:31:04 UTC","6000","","false","1","0","0","0","1","0","0","6000","0","0","1","0.0","0.0","0.0"
"21320578","80572","12890","545368","7930","2019-11-30 21:30:37 UTC","25100","241163","false","1","0","0","0","1","0","0","25100","0","0","1","0.0","0.0","0.0"
"21320579","4681","33423","498453","8675","2019-11-30 21:24:43 UTC","84000","32067","false","1","0","0","0","1","0","0","84000","0","0","1","0.0","0.0","0.0"
"21320586","66876","11750","453211","4433","2019-11-30 20:51:38 UTC","64800","342890","true","1","0","0","0","31","0","0","57412","0","0","8","0.0","0.0","0.875"
"21320584","96914","73615","535081","1056","2019-11-30 20:58:58 UTC","31700","394342","false","1","0","0","0","1","0","0","31700","0","0","1","0.0","0.0","0.0"
"21320585","1657","66763","530780","8975","2019-11-30 20:55:03 UTC","39200","338291","false","1","0","0","0","1","0","0","39200","0","0","2","0.0","0.0","0.0"
"21320589","48912","39443","545462","7215","2019-11-30 20:35:24 UTC","200","61321","true","1","0","0","0","2","0","0","200","0","0","2","0.0","0.0","0.5"
"21320590","29476","4414","550209","9288","2019-11-30 20:32:40 UTC","62000","","false","1","0","0","0","1","0","0","62000","0","0","1","0.0","0.0","0.0"
"21320591","21087","81587","515590","4167","2019-11-30 20:29:36 UTC","64100","","false","1","0","0","0","1","0","0","64100","0","0","3","0.0","0.0","0.0"
"21320593","45188","98559","511781","5951","2019-11-30 20:27:36 UTC","500","593448","false","1","0","0","0","1","0","0","500","0","0","1","0.0","0.0","0.0"
"21320614","17275","11750","536537","5153","2019-11-30 19:25:22 UTC","63100","670695","true","1","0","0","0","31","0","0","57412","0","0","30","0.0","0.0","0.73333"
"21320594","81795","17807","606282","2612","2019-11-30 20:24:00 UTC","56800","288714","true","1","0","0","0","4","0","0","56025","0","0","6","0.0","0.0","1.0"
"21320597","12555","13261","518814","7925","2019-11-30 20:21:13 UTC","60500","985065","false","1","0","0","0","1","0","0","60500","0","0","1","0.0","0.0","0.0"
"21320598","97614","16521","230744","3560","2019-11-30 20:20:06 UTC","1000","","false","1","0","0","0","1","0","0","1000","0","0","1","0.0","0.0","0.0"
"21320603","97967","25678","531681","9673","2019-11-30 19:56:41 UTC","31900","983757","false","1","0","0","0","1","0","0","31900","0","0","5","0.0","0.0","0.0"
"21320604","37980","62307","539091","3665","2019-11-30 19:55:19 UTC","23800","615697","false","1","0","0","0","1","0","0","23800","0","0","1","0.0","0.0","0.0"
"21320605","72386","68468","498408","9711","2019-11-30 19:54:46 UTC","75200","750558","false","1","0","0","0","3","0","0","81133","0","1","8","0.0","0.0","0.0"
"21320606","97302","99658","404024","9173","2019-11-30 19:53:16 UTC","3000","2630","false","1","0","0","0","1","0","0","3000","0","0","1","0.0","0.0","0.0"
"21320609","18455","51343","498453","4896","2019-11-30 19:42:03 UTC","76700","","false","1","0","0","0","1","0","0","76700","0","0","1","0.0","0.0","0.0"
"21320610","13389","67044","650507","8590","2019-11-30 19:38:18 UTC","28700","868423","false","1","0","0","0","1","0","0","28700","0","0","1","0.0","0.0","0.0"
"21320612","63705","32203","543882","8391","2019-11-30 19:30:49 UTC","25100","434777","false","1","0","0","0","1","0","0","25100","0","0","2","0.0","0.0","0.0"
"21320613","90853","78847","489391","4000","2019-11-30 19:30:31 UTC","30300","552839","false","1","0","0","0","1","0","0","30300","0","0","2","0.0","0.0","0.0"
"21320615","5142","84481","472280","8454","2019-11-30 19:21:25 UTC","63800","417598","false","1","0","0","0","1","0","0","63800","0","0","1","0.0","0.0","0.0"
"21320617","52165","17643","415275","3125","2019-11-30 19:19:42 UTC","8000","104363","false","1","0","0","0","1","0","0","8000","0","0","2","0.0","0.0","0.0"
"21320618","30431","48090","540593","7540","2019-11-30 19:19:12 UTC","19200","160184","false","1","0","0","0","1","0","0","19200","0","0","2","0.0","0.0","0.0"
"21320619","18107","94431","410863","6509","2019-11-30 19:18:26 UTC","46200","8847","false","1","0","0","0","1","0","0","46200","0","0","2","0.0","0.0","0.0"
"21320622","72723","79998","606282","2682","2019-11-30 19:11:35 UTC","129100","","true","1","0","0","0","2","0","0","100150","0","0","4","0.0","0.0","1.0"
"21320624","25149","27279","544731","2231","2019-11-30 19:07:21 UTC","48400","317648","false","1","0","0","0","1","0","0","48400","0","0","1","0.0","0.0","0.0"
"21320625","5753","23204","423070","2670","2019-11-30 19:06:07 UTC","30600","554015","false","1","0","0","0","4","0","0","81375","0","0","6","0.0","0.0","0.0"
"21320631","72723","79998","606282","2682","2019-11-30 19:01:10 UTC","71200","","true","1","0","0","0","2","0","0","100150","0","0","4","0.0","0.0","1.0"
"21320627","48912","39443","417401","7514","2019-11-30 19:04:32 UTC","200","61321","false","1","0","0","0","2","0","0","200","0","0","2","0.0","0.0","0.5"
"21320632","32620","19117","410863","8407","2019-11-30 19:00:52 UTC","11800","877657","false","1","0","0","0","1","0","0","11800","0","0","1","0.0","0.0","0.0"
"21320630","12274","62012","553636","5870","2019-11-30 19:01:18 UTC","40200","402204","false","1","0","0","0","1","0","0","40200","0","0","1","0.0","0.0","0.0"
"21320635","53539","28995","477176","3490","2019-11-30 18:58:16 UTC","258300","981350","false","1","0","0","0","1","0","0","258300","0","0","1","0.0","0.0","0.0"
"21320636","78601","81167","453211","9205","2019-11-30 18:49:08 UTC","4000","","false","1","0","0","0","1","0","0","4000","0","0","2","0.0","0.0","0.0"
"21320638","41862","97499","455182","8775","2019-11-30 18:46:36 UTC","173700","","false","1","0","0","0","1","0","0","173700","0","0","1","0.0","0.0","0.0"
"21320640","91689","49349","432729","3866","2019-11-30 18:41:18 UTC","20300","534981","false","1","0","0","0","1","0","0","20300","0","0","2","0.0","0.0","0.0"
"21320642","7626","56273","498442","9731","2019-11-30 18:34:04 UTC","31000","991770","false","1","0","0","0","1","0","0","31000","0","0","4","0.0","0.0","0.0"
"21320643","30431","86528","412791","7013","2019-11-30 18:30:30 UTC","20700","815783","false","1","0","0","0","1","0","0","20700","0","0","2","0.0","0.0","0.0"
"21320644","7265","34289","496045","1160","2019-11-30 18:28:13 UTC","217400","125525","false","1","0","0","0","1","0","0","217400","0","0","3","0.0","0.0","0.0"
"21320645","96972","45632","535016","2551","2019-11-30 18:25:45 UTC","21200","370980","false","1","0","0","0","1","0","0","21200","0","0","1","0.0","0.0","0.0"
"21320651","56451","54528","516292","3326","2019-11-30 18:05:40 UTC","66500","38070","false","1","0","0","0","1","0","0","66500","0","0","5","0.0","0.0","0.0"
"21320684","27494","79725","432032","8126","2019-11-30 16:55:58 UTC","21300","775881","false","1","0","0","0","2","0","0","15150","0","0","2","0.0","0.0","0.0"
"21320650","27494","79725","540593","9367","2019-11-30 18:11:34 UTC","9000","775881","false","1","0","0","0","2","0","0","15150","0","0","2","0.0","0.0","0.0"
"21320652","28708","83880","550209","5013","2019-11-30 18:03:54 UTC","1000","254672","false","1","0","0","0","1","0","0","1000","0","0","1","0.0","0.0","0.0"
"21320694","77233","33071","410715","1060","2019-11-30 16:39:26 UTC","21300","81722","false","1","0","0","0","3","0","0","15133","0","0","6","0.0","0.0","0.0"
"21320688","15326","66979","545368","6282","2019-11-30 16:51:51 UTC","202900","81082","true","1","0","0","0","3","0","0","153400","0","0","5","0.0","0.0","1.0"
"21320655","15326","66979","545368","6282","2019-11-30 17:47:53 UTC","135200","81082","true","1","0","0","0","3","0","0","153400","0","0","5","0.0","0.0","1.0"
"21320658","67361","20975","550209","5925","2019-11-30 17:41:38 UTC","5900","470232","false","1","0","0","0","1","0","0","5900","0","0","1","0.0","0.0","0.0"
"21320659","5753","23204","423069","7038","2019-11-30 17:37:13 UTC","89800","554015","false","1","0","0","0","4","0","0","81375","0","0","6","0.0","0.0","0.0"
"21320663","4779","34814","530994","2697","2019-11-30 17:30:30 UTC","74700","162128","false","1","0","0","0","1","0","0","74700","0","0","1","0.0","0.0","0.0"
"21320664","52554","89413","550209","2237","2019-11-30 17:29:01 UTC","32600","473115","false","1","0","0","0","1","0","0","32600","0","0","1","0.0","0.0","0.0"
"21320665","21368","21903","606282","7601","2019-11-30 17:26:52 UTC","34700","678906","false","1","0","0","0","1","0","0","34700","0","0","1","0.0","0.0","0.0"
"21320666","53016","58713","535016","2103","2019-11-30 17:26:28 UTC","78200","939656","false","1","0","0","0","1","0","0","78200","0","0","1","0.0","0.0","0.0"
"21320669","73271","81164","606282","450","2019-11-30 17:22:28 UTC","255400","835213","true","1","0","0","0","2","0","0","161950","0","0","10","0.0","0.0","1.0"
"21320670","71670","89517","534543","4043","2019-11-30 17:22:07 UTC","71500","834859","false","1","0","0","0","1","0","0","71500","0","0","1","0.0","0.0","0.0"
"21320671","46335","80367","428267","6021","2019-11-30 17:21:19 UTC","63900","270928","false","1","0","0","0","1","0","0","63900","0","0","1","0.0","0.0","0.0"
"21320672","35769","32330","423070","9420","2019-11-30 17:20:50 UTC","297500","","false","1","0","0","0","1","0","0","297500","0","0","1","0.0","0.0","0.0"
"21320675","79326","20407","512682","9753","2019-11-30 17:13:44 UTC","6900","608071","false","1","0","0","0","1","0","0","6900","0","0","2","0.0","0.0","0.0"
"21320676","29214","50643","515590","8206","2019-11-30 17:13:08 UTC","50500","570971","true","1","0","0","0","4","0","0","57225","0","0","10","0.0","0.0","0.9"
"21320678","57668","64389","553636","8690","2019-11-30 17:10:18 UTC","307800","74464","false","1","0","0","0","1","0","0","307800","0","0","1","0.0","0.0","0.0"
"21320679","86964","16564","550209","6063","2019-11-30 17:09:10 UTC","2500","916588","false","1","0","0","0","1","0","0","2500","0","0","3","0.0","0.0","0.0"
"21320682","31497","74964","606282","7624","2019-11-30 16:57:24 UTC","34000","448948","false","1","0","0","0","1","0","0","34000","0","0","1","0.0","0.0","0.0"
"21320683","42227","61626","422053","6052","2019-11-30 16:56:27 UTC","108400","159736","false","1","0","0","0","1","0","0","108400","0","0","1","0.0","0.0","0.0"
"21320685","41786","7875","550209","3416","2019-11-30 16:54:44 UTC","29400","616771","false","1","0","0","0","1","0","0","29400","0","0","1","0.0","0.0","0.0"
"21320686","13551","24625","498406","2329","2019-11-30 16:54:11 UTC","152800","","false","1","0","0","0","2","0","0","101850","0","0","2","0.0","0.0","0.0"
"21320693","85435","68861","512682","8689","2019-11-30 16:40:00 UTC","43200","480449","false","1","0","0","0","1","0","0","43200","0","0","5","0.0","0.0","0.0"
"21320695","85435","2121","421958","4983","2019-11-30 16:35:42 UTC","42700","456724","false","1","0","0","0","1","0","0","42700","0","0","5","0.0","0.0","0.0"
"21320696","92029","95827","650487","6690","2019-11-30 16:32:50 UTC","36100","758742","false","1","0","0","0","1","0","0","36100","0","0","5","0.0","0.0","0.0"
"21320698","52458","33648","523284","3574","2019-11-30 16:20:23 UTC","17900","596730","false","1","0","0","0","1","0","0","17900","0","0","1","0.0","0.0","0.0"
"21320700","26647","48470","525320","7262","2019-11-30 16:19:14 UTC","19400","625813","false","1","0","0","0","1","0","0","19400","0","0","3","0.0","0.0","0.0"
